Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
CoffsHarbour,14.3,25.9,0.0,NNE,44.0,NNW,NE,7.0,31.0,59.0,55.0,1019.9,1016.8,22.3,23.9,0,0
CoffsHarbour,20.2,28.5,0.0,NNE,59.0,NNW,NNE,17.0,39.0,64.0,60.0,1016.9,1014.0,23.4,26.4,0,0
CoffsHarbour,22.2,30.8,0.0,NNE,48.0,NNW,NNE,17.0,31.0,58.0,61.0,1014.9,1012.0,26.8,26.7,0,0
CoffsHarbour,22.6,28.2,0.2,NNW,48.0,NNW,NNW,24.0,20.0,76.0,68.0,1013.2,1010.6,24.7,26.1,0,0
CoffsHarbour,22.2,29.4,0.0,NNE,50.0,NNW,NNE,17.0,31.0,70.0,71.0,1011.7,1009.1,27.3,28.6,0,0
CoffsHarbour,23.6,30.6,0.0,NNE,56.0,N,NNE,24.0,35.0,68.0,70.0,1008.6,1006.2,29.3,28.0,0,0
CoffsHarbour,22.1,25.6,0.0,S,41.0,S,S,19.0,17.0,94.0,76.0,1014.9,1015.3,22.3,24.4,0,1
CoffsHarbour,20.1,27.1,6.0,SSE,31.0,SSW,SE,20.0,15.0,87.0,76.0,1018.2,1017.0,23.0,26.1,1,1
CoffsHarbour,20.8,27.7,3.0,S,30.0,SW,SSE,13.0,15.0,92.0,72.0,1018.9,1017.8,23.2,26.5,1,1
CoffsHarbour,20.1,28.2,2.0,SSW,30.0,SSW,E,19.0,15.0,78.0,66.0,1017.7,1017.3,24.9,26.8,1,0
CoffsHarbour,19.8,29.1,0.4,NE,31.0,ESE,NE,6.0,19.0,74.0,59.0,1018.3,1017.6,25.4,28.1,0,0
CoffsHarbour,18.2,29.0,0.6,ENE,35.0,WSW,NE,11.0,19.0,87.0,57.0,1018.8,1017.1,22.9,28.0,0,0
CoffsHarbour,20.7,28.7,0.0,ENE,33.0,NNW,ENE,7.0,24.0,69.0,55.0,1019.1,1016.9,25.5,28.1,0,0
CoffsHarbour,20.0,29.6,0.0,ENE,30.0,NNE,E,7.0,19.0,61.0,62.0,1015.9,1015.1,26.6,27.2,0,1
CoffsHarbour,21.6,28.3,2.4,SE,26.0,SW,E,11.0,15.0,83.0,62.0,1014.9,1012.7,24.8,26.6,1,0
CoffsHarbour,19.3,28.0,0.2,NNE,30.0,NW,NNE,7.0,20.0,88.0,74.0,1011.8,1009.5,22.3,25.8,0,0
CoffsHarbour,21.2,29.2,1.0,ENE,31.0,N,ENE,4.0,20.0,80.0,59.0,1010.8,1009.3,24.7,28.6,0,0
CoffsHarbour,20.1,29.1,0.6,NE,33.0,SE,ENE,9.0,20.0,81.0,60.0,1010.2,1008.7,24.3,28.5,0,0
CoffsHarbour,19.1,29.4,0.0,NE,39.0,NNW,NE,15.0,24.0,62.0,59.0,1011.9,1011.4,26.4,28.4,0,0
CoffsHarbour,19.1,29.9,0.0,ENE,31.0,NNW,NE,9.0,20.0,62.0,55.0,1015.3,1013.9,26.6,28.7,0,0
CoffsHarbour,17.4,29.2,0.0,ENE,31.0,WSW,ENE,7.0,20.0,64.0,57.0,1013.3,1010.2,25.7,27.3,0,0
CoffsHarbour,16.4,28.1,0.0,SE,22.0,SW,ESE,13.0,15.0,68.0,61.0,1010.1,1008.8,24.3,27.8,0,0
CoffsHarbour,21.0,30.0,0.0,NNE,56.0,N,NNE,19.0,39.0,68.0,73.0,1010.0,1005.8,26.2,27.9,0,0
CoffsHarbour,21.6,27.6,0.0,S,48.0,SW,S,24.0,31.0,73.0,66.0,1006.8,1006.1,23.6,25.8,0,1
CoffsHarbour,18.8,23.7,16.6,ENE,65.0,WSW,WSW,20.0,20.0,88.0,89.0,1020.9,1019.5,19.6,20.1,1,1
CoffsHarbour,18.6,22.5,30.0,E,59.0,NNW,E,9.0,24.0,90.0,83.0,1017.8,1012.6,18.6,20.8,1,1
CoffsHarbour,18.3,24.8,38.6,SW,57.0,SW,SW,28.0,31.0,95.0,74.0,1007.2,1006.7,19.2,23.3,1,1
CoffsHarbour,19.0,23.4,63.6,S,57.0,S,S,39.0,33.0,98.0,95.0,1011.3,1011.2,20.6,21.0,1,1
CoffsHarbour,19.9,27.1,189.0,E,54.0,SW,SW,31.0,30.0,98.0,64.0,1008.2,1007.6,20.5,26.5,1,1
CoffsHarbour,20.4,23.8,58.6,SSW,31.0,SW,S,15.0,24.0,96.0,84.0,1010.2,1007.5,20.9,23.2,1,1
CoffsHarbour,18.9,26.1,1.6,ESE,43.0,SSW,ENE,13.0,13.0,72.0,78.0,1008.5,1006.2,23.8,24.4,1,1
CoffsHarbour,19.5,27.6,4.0,SSW,24.0,SE,S,9.0,7.0,78.0,85.0,1010.6,1010.0,25.1,25.2,1,0
CoffsHarbour,19.0,27.8,0.6,SW,41.0,S,ESE,9.0,15.0,75.0,71.0,1011.9,1010.6,24.5,26.6,0,1
CoffsHarbour,18.6,26.8,15.8,SW,30.0,SW,SE,19.0,22.0,75.0,69.0,1016.4,1015.8,22.7,26.2,1,0
CoffsHarbour,19.4,29.1,0.0,NNE,50.0,NW,NNE,17.0,33.0,62.0,55.0,1016.6,1014.2,25.2,27.8,0,0
CoffsHarbour,21.3,28.7,0.0,NE,44.0,NNW,NE,11.0,28.0,66.0,73.0,1015.8,1013.5,26.2,25.4,0,1
CoffsHarbour,18.8,26.1,2.4,S,50.0,SW,SSE,17.0,31.0,95.0,60.0,1017.5,1016.0,19.8,24.3,1,1
CoffsHarbour,18.4,26.1,2.4,S,46.0,SW,SSE,28.0,28.0,62.0,55.0,1015.5,1014.3,21.7,25.2,1,0
CoffsHarbour,15.1,27.3,0.0,NNE,35.0,NW,NNE,20.0,22.0,67.0,58.0,1010.8,1008.1,22.0,26.7,0,0
CoffsHarbour,18.9,27.9,0.0,S,33.0,S,ESE,20.0,11.0,66.0,70.0,1008.2,1008.1,24.8,27.3,0,0
CoffsHarbour,21.4,26.5,0.0,S,33.0,SW,S,20.0,22.0,72.0,70.0,1014.7,1013.9,24.3,25.1,0,1
CoffsHarbour,20.7,27.3,36.6,SSW,24.0,W,SSE,11.0,17.0,95.0,67.0,1017.9,1015.4,21.2,26.8,1,0
CoffsHarbour,21.1,30.4,0.6,NNE,48.0,NNW,NNE,20.0,31.0,68.0,80.0,1012.0,1007.7,26.5,26.6,0,1
CoffsHarbour,16.8,24.1,10.2,SW,33.0,SW,ESE,17.0,17.0,38.0,39.0,1009.6,1008.1,20.0,23.4,1,0
CoffsHarbour,13.8,26.0,0.0,ENE,35.0,SSW,NE,6.0,26.0,68.0,58.0,1012.7,1010.4,20.2,25.6,0,0
CoffsHarbour,17.8,27.9,0.0,NNE,52.0,SSE,NNE,9.0,33.0,72.0,64.0,1013.5,1010.4,23.1,27.0,0,0
CoffsHarbour,19.6,27.5,0.0,S,35.0,SW,SSE,13.0,28.0,72.0,63.0,1015.1,1015.0,24.9,27.0,0,0
CoffsHarbour,19.1,25.7,0.2,ESE,43.0,SW,E,15.0,17.0,78.0,75.0,1018.7,1017.6,23.5,23.6,0,1
CoffsHarbour,19.8,27.1,24.4,ESE,35.0,SW,ESE,17.0,22.0,83.0,60.0,1018.9,1017.9,22.0,26.0,1,1
CoffsHarbour,18.7,25.6,6.8,E,33.0,SW,S,17.0,13.0,85.0,90.0,1020.7,1020.1,21.0,20.9,1,1
CoffsHarbour,16.5,25.5,16.8,WSW,19.0,WSW,ESE,6.0,9.0,84.0,65.0,1021.5,1020.1,21.0,24.5,1,0
CoffsHarbour,18.5,26.9,0.0,ENE,30.0,SW,ENE,7.0,20.0,68.0,60.0,1018.9,1016.6,23.3,26.4,0,0
CoffsHarbour,18.2,28.2,0.0,NNE,50.0,NNW,NE,13.0,35.0,67.0,68.0,1016.3,1012.8,24.0,25.9,0,1
CoffsHarbour,20.1,29.4,3.2,NNE,46.0,NNW,NNE,13.0,31.0,90.0,68.0,1012.9,1008.5,22.0,27.2,1,0
CoffsHarbour,19.5,24.9,0.8,NNW,31.0,WSW,NNW,13.0,7.0,67.0,77.0,1010.3,1008.6,23.4,21.2,0,1
CoffsHarbour,16.4,25.2,1.4,S,33.0,WSW,S,9.0,20.0,82.0,65.0,1012.0,1011.2,21.4,23.9,1,0
CoffsHarbour,19.7,25.9,0.0,SW,30.0,SW,S,17.0,19.0,73.0,64.0,1017.9,1016.5,21.2,24.6,0,0
CoffsHarbour,17.7,26.7,0.0,NNE,31.0,WNW,NE,11.0,24.0,76.0,66.0,1017.2,1015.0,23.2,25.1,0,0
CoffsHarbour,16.3,26.8,0.0,SSE,22.0,SW,SE,11.0,15.0,77.0,69.0,1016.9,1015.3,22.3,26.1,0,0
CoffsHarbour,17.9,26.4,0.0,S,31.0,SW,ESE,19.0,13.0,82.0,70.0,1016.7,1015.1,22.4,23.9,0,0
CoffsHarbour,17.0,25.9,0.4,SSW,33.0,SW,SSE,13.0,13.0,78.0,63.0,1017.0,1015.1,20.6,25.0,0,1
CoffsHarbour,16.1,25.8,2.4,SE,22.0,WSW,ESE,9.0,15.0,84.0,63.0,1017.6,1016.2,21.3,25.1,1,0
CoffsHarbour,15.5,26.6,0.0,NE,30.0,W,NE,7.0,17.0,75.0,56.0,1020.2,1018.5,22.5,25.7,0,0
CoffsHarbour,14.7,26.8,0.0,NE,33.0,WNW,NE,11.0,24.0,65.0,49.0,1021.9,1019.9,22.6,25.9,0,0
CoffsHarbour,15.2,26.7,0.0,NE,39.0,WNW,NNE,6.0,28.0,65.0,52.0,1022.2,1018.8,22.6,25.7,0,0
CoffsHarbour,16.6,26.8,0.0,S,52.0,SW,SSE,13.0,24.0,72.0,92.0,1020.2,1019.7,22.3,20.7,0,1
CoffsHarbour,17.7,25.3,12.0,SSW,44.0,SW,S,24.0,30.0,71.0,64.0,1022.8,1021.7,20.8,24.3,1,0
CoffsHarbour,17.5,25.1,0.2,ESE,43.0,SW,SSW,20.0,19.0,67.0,73.0,1021.4,1019.4,21.3,23.7,0,1
CoffsHarbour,18.9,22.9,11.4,SE,69.0,SW,SE,26.0,24.0,89.0,89.0,1017.7,1015.2,19.7,21.3,1,1
CoffsHarbour,20.9,25.6,10.4,ENE,43.0,E,ENE,20.0,13.0,84.0,71.0,1019.8,1018.6,23.1,24.4,1,1
CoffsHarbour,19.9,25.3,7.4,N,35.0,SW,S,13.0,9.0,92.0,90.0,1020.7,1017.3,20.7,22.8,1,1
CoffsHarbour,19.7,25.0,15.6,S,41.0,NW,SSW,9.0,11.0,90.0,81.0,1016.4,1015.1,22.7,24.2,1,1
CoffsHarbour,19.4,23.3,17.4,SW,35.0,SW,WSW,22.0,20.0,95.0,95.0,1017.5,1014.8,19.6,19.8,1,1
CoffsHarbour,17.5,25.0,9.4,SSW,44.0,SW,SSE,15.0,30.0,70.0,73.0,1016.9,1015.5,23.3,24.1,1,1
CoffsHarbour,17.9,23.6,38.0,SE,31.0,SW,WSW,13.0,7.0,82.0,88.0,1022.7,1021.5,20.2,20.0,1,1
CoffsHarbour,17.0,23.4,15.6,SSE,37.0,SW,SSE,24.0,20.0,63.0,54.0,1025.0,1022.4,20.5,23.1,1,1
CoffsHarbour,16.1,22.3,9.2,WSW,31.0,SW,SE,19.0,7.0,89.0,74.0,1024.4,1022.0,18.1,21.0,1,1
CoffsHarbour,14.8,25.1,2.0,NNE,37.0,NNE,NNE,17.0,24.0,83.0,61.0,1024.5,1021.4,20.4,23.5,1,0
CoffsHarbour,16.1,24.8,0.0,N,31.0,W,NE,9.0,13.0,73.0,71.0,1025.7,1023.5,22.8,23.1,0,1
CoffsHarbour,18.4,24.2,4.0,ENE,28.0,N,ENE,9.0,15.0,89.0,77.0,1023.9,1020.8,20.9,23.5,1,1
CoffsHarbour,18.7,21.3,9.2,SW,24.0,W,WSW,7.0,11.0,95.0,95.0,1020.8,1018.6,20.0,20.0,1,1
CoffsHarbour,16.9,26.5,7.0,SW,26.0,SSW,ESE,9.0,11.0,76.0,55.0,1012.2,1009.7,23.1,25.8,1,0
CoffsHarbour,13.3,25.6,0.0,SW,28.0,WSW,SE,17.0,13.0,54.0,50.0,1015.3,1011.9,21.7,24.6,0,0
CoffsHarbour,13.5,24.5,0.0,S,30.0,S,SSE,6.0,20.0,71.0,61.0,1014.3,1012.7,21.4,24.1,0,0
CoffsHarbour,13.8,24.0,0.2,S,56.0,SW,SSW,22.0,26.0,50.0,58.0,1016.9,1015.0,21.1,22.0,0,1
CoffsHarbour,15.9,23.9,1.2,SSW,61.0,SSW,SSW,33.0,41.0,60.0,50.0,1014.0,1011.4,21.1,22.9,1,1
CoffsHarbour,16.5,21.4,3.4,SSW,57.0,SSW,SSW,35.0,35.0,61.0,90.0,1013.3,1012.9,20.8,16.4,1,1
CoffsHarbour,15.1,21.8,59.0,S,72.0,SW,SSE,24.0,39.0,94.0,63.0,1017.1,1015.5,16.7,21.3,1,1
CoffsHarbour,16.3,21.7,11.2,S,41.0,SW,SSW,22.0,31.0,86.0,71.0,1020.1,1017.4,17.1,20.4,1,1
CoffsHarbour,16.4,22.6,29.8,SSW,31.0,SW,S,26.0,28.0,66.0,56.0,1019.3,1016.5,20.0,22.2,1,0
CoffsHarbour,11.5,24.8,0.0,N,33.0,NW,N,19.0,15.0,63.0,61.0,1014.7,1009.7,20.3,23.2,0,0
CoffsHarbour,18.5,28.6,0.0,NW,39.0,NW,S,20.0,17.0,53.0,50.0,1007.0,1004.1,24.2,26.6,0,0
CoffsHarbour,13.0,27.8,0.0,N,37.0,N,NW,15.0,15.0,50.0,32.0,1007.3,1003.6,21.9,27.1,0,0
CoffsHarbour,10.8,19.9,0.0,SSW,28.0,SW,E,19.0,11.0,42.0,43.0,1015.1,1013.5,17.6,19.4,0,0
CoffsHarbour,8.8,24.2,0.0,E,24.0,NNW,E,7.0,13.0,48.0,40.0,1018.8,1015.0,19.0,23.6,0,0
CoffsHarbour,10.5,19.6,0.0,SW,41.0,SSW,S,19.0,19.0,57.0,71.0,1020.5,1017.4,17.7,18.4,0,0
CoffsHarbour,10.0,21.2,0.0,SW,37.0,SSW,S,19.0,22.0,52.0,43.0,1017.4,1016.4,18.5,20.7,0,0
CoffsHarbour,13.2,22.0,0.0,SW,30.0,SW,SSE,13.0,17.0,65.0,60.0,1023.5,1021.1,18.1,20.8,0,0
CoffsHarbour,12.2,23.7,0.0,SSE,41.0,NW,NNE,13.0,26.0,70.0,61.0,1023.8,1020.5,18.3,20.9,0,0
CoffsHarbour,13.2,22.3,0.0,SSW,44.0,WSW,S,17.0,28.0,69.0,57.0,1025.2,1023.6,18.2,21.5,0,1
CoffsHarbour,14.8,21.9,4.0,SW,31.0,SW,S,15.0,15.0,74.0,53.0,1027.2,1025.3,17.4,21.3,1,1
CoffsHarbour,12.9,22.5,1.4,S,39.0,WSW,S,19.0,26.0,77.0,59.0,1028.3,1025.7,16.9,20.7,1,1
CoffsHarbour,15.1,20.3,20.2,WSW,33.0,SW,W,19.0,11.0,91.0,84.0,1027.7,1023.9,16.4,18.2,1,1
CoffsHarbour,11.6,22.3,1.2,ESE,17.0,WSW,E,6.0,11.0,71.0,59.0,1023.8,1020.3,18.3,21.8,1,0
CoffsHarbour,11.1,22.2,0.0,S,57.0,SW,S,22.0,28.0,62.0,50.0,1024.7,1022.2,19.4,21.2,0,0
CoffsHarbour,11.5,21.9,0.4,SW,35.0,WSW,S,17.0,20.0,63.0,50.0,1022.5,1018.7,18.5,21.3,0,0
CoffsHarbour,11.2,22.5,0.0,SSW,52.0,SW,S,28.0,37.0,55.0,69.0,1020.5,1019.8,18.9,19.4,0,1
CoffsHarbour,13.9,20.8,4.2,SW,37.0,SW,SSE,20.0,20.0,54.0,61.0,1023.0,1020.4,17.9,20.2,1,0
CoffsHarbour,8.9,19.9,0.2,SSE,26.0,SW,ESE,9.0,9.0,67.0,50.0,1020.9,1017.1,17.3,19.3,0,0
CoffsHarbour,7.1,22.3,0.0,NE,20.0,WNW,NE,9.0,13.0,55.0,43.0,1015.7,1012.1,17.8,21.1,0,0
CoffsHarbour,5.9,23.2,0.0,N,30.0,WNW,N,7.0,17.0,63.0,35.0,1016.7,1012.3,16.3,22.3,0,0
CoffsHarbour,7.5,22.6,0.0,E,19.0,W,NE,9.0,13.0,52.0,42.0,1013.6,1010.7,17.3,21.5,0,0
CoffsHarbour,9.5,20.8,0.0,WSW,26.0,SW,SE,9.0,11.0,54.0,51.0,1017.9,1016.3,18.3,19.9,0,0
CoffsHarbour,11.7,19.8,0.2,ESE,41.0,SW,WSW,22.0,15.0,69.0,84.0,1022.6,1020.7,17.1,17.6,0,1
CoffsHarbour,15.4,19.9,4.6,NE,50.0,SW,E,20.0,17.0,80.0,68.0,1022.5,1018.9,17.3,18.7,1,1
CoffsHarbour,16.4,20.5,1.6,E,61.0,E,ENE,35.0,28.0,63.0,55.0,1018.2,1015.6,19.5,20.3,1,1
CoffsHarbour,15.4,19.5,42.8,ESE,76.0,ESE,E,41.0,35.0,80.0,82.0,1015.7,1013.6,18.4,18.1,1,1
CoffsHarbour,15.7,20.2,76.0,ESE,87.0,ESE,E,46.0,44.0,90.0,78.0,1014.4,1011.0,17.6,19.8,1,1
CoffsHarbour,17.1,20.5,19.6,E,69.0,ESE,ESE,39.0,41.0,82.0,69.0,1017.3,1016.8,18.8,20.3,1,1
CoffsHarbour,17.5,21.5,3.6,SE,48.0,ESE,SE,22.0,20.0,67.0,60.0,1023.6,1022.3,19.7,20.1,1,1
CoffsHarbour,13.8,19.5,2.8,E,26.0,SW,WNW,11.0,13.0,89.0,81.0,1024.5,1022.4,17.0,17.7,1,0
CoffsHarbour,12.5,20.1,0.4,SW,22.0,SSW,NNE,9.0,13.0,82.0,73.0,1022.8,1020.3,16.0,19.2,0,0
CoffsHarbour,10.7,21.1,0.0,NW,20.0,SSW,SSE,6.0,9.0,78.0,56.0,1020.2,1017.4,16.3,20.0,0,0
CoffsHarbour,11.9,20.9,0.0,S,22.0,S,SSE,9.0,11.0,79.0,72.0,1019.9,1017.8,17.2,20.1,0,1
CoffsHarbour,13.8,19.8,1.4,SSW,50.0,WSW,S,9.0,31.0,93.0,70.0,1020.5,1018.6,16.2,18.6,1,0
CoffsHarbour,12.7,20.0,0.0,SSW,43.0,WSW,S,17.0,30.0,63.0,53.0,1024.7,1023.7,16.8,19.2,0,1
CoffsHarbour,13.2,18.6,3.4,ESE,39.0,SW,ESE,15.0,24.0,92.0,58.0,1030.8,1028.8,14.3,18.4,1,0
CoffsHarbour,10.7,19.0,0.4,SW,33.0,SW,SW,17.0,19.0,80.0,85.0,1030.9,1028.1,15.1,16.1,0,1
CoffsHarbour,12.3,18.6,11.2,SW,28.0,SW,S,15.0,9.0,92.0,76.0,1028.9,1025.6,14.5,18.2,1,1
CoffsHarbour,13.5,20.1,7.4,S,17.0,SW,SE,11.0,9.0,94.0,76.0,1025.0,1021.2,15.8,19.1,1,1
CoffsHarbour,10.5,21.5,0.6,SW,19.0,S,ENE,9.0,11.0,90.0,70.0,1015.7,1012.2,15.9,20.5,0,0
CoffsHarbour,8.5,19.2,0.0,WSW,30.0,W,SE,6.0,11.0,71.0,48.0,1015.3,1011.8,14.5,18.5,0,0
CoffsHarbour,7.0,21.3,0.0,NW,31.0,WNW,ESE,13.0,9.0,54.0,52.0,1019.3,1015.4,14.5,18.3,0,0
CoffsHarbour,3.6,19.0,0.0,SSW,54.0,NW,NNE,7.0,15.0,59.0,49.0,1016.5,1012.1,14.1,17.8,0,0
CoffsHarbour,8.8,20.7,0.0,WNW,28.0,SSW,ENE,7.0,11.0,72.0,59.0,1014.2,1011.1,14.2,19.0,0,1
CoffsHarbour,7.7,19.5,10.6,WSW,33.0,WSW,SE,17.0,11.0,56.0,45.0,1016.8,1016.1,15.5,18.6,1,0
CoffsHarbour,9.2,18.2,0.0,SSW,48.0,SW,SSW,24.0,28.0,70.0,70.0,1022.8,1021.8,16.5,17.0,0,1
CoffsHarbour,12.4,16.0,12.2,SSE,39.0,SW,SE,24.0,13.0,72.0,85.0,1025.2,1023.5,15.2,15.6,1,1
CoffsHarbour,13.2,17.0,55.8,ENE,52.0,SW,ESE,20.0,28.0,96.0,81.0,1025.3,1023.5,13.8,15.7,1,1
CoffsHarbour,12.7,19.2,70.0,E,37.0,W,NNW,9.0,7.0,97.0,90.0,1025.3,1022.4,14.8,17.7,1,1
CoffsHarbour,14.7,19.6,12.0,NNE,54.0,WNW,NE,11.0,15.0,97.0,78.0,1023.6,1020.8,16.2,19.2,1,1
CoffsHarbour,16.0,19.0,71.2,NE,56.0,SW,ENE,13.0,9.0,96.0,80.0,1019.5,1017.7,16.6,18.1,1,1
CoffsHarbour,12.5,19.1,13.6,SSE,30.0,WSW,S,11.0,19.0,89.0,69.0,1019.6,1015.8,14.7,18.7,1,0
CoffsHarbour,7.7,21.4,0.2,NW,22.0,WNW,NE,6.0,9.0,82.0,59.0,1016.8,1013.0,15.3,20.6,0,0
CoffsHarbour,10.0,15.1,0.0,WNW,28.0,SSE,WNW,7.0,6.0,62.0,76.0,1015.8,1013.1,14.7,14.6,0,0
CoffsHarbour,10.8,19.4,0.8,SW,17.0,NW,S,7.0,9.0,78.0,70.0,1012.7,1009.4,14.8,17.1,0,0
CoffsHarbour,10.8,18.0,0.0,SSW,39.0,WSW,S,7.0,20.0,89.0,68.0,1006.7,1003.2,13.6,17.1,0,0
CoffsHarbour,8.6,19.5,0.0,SW,22.0,W,N,6.0,13.0,69.0,55.0,1007.1,1005.1,16.5,18.4,0,0
CoffsHarbour,5.8,19.6,0.0,SW,22.0,NNE,E,6.0,13.0,65.0,35.0,1013.2,1012.3,14.8,18.6,0,0
CoffsHarbour,10.5,23.9,0.0,N,41.0,NNE,N,4.0,20.0,52.0,47.0,1010.0,1005.1,17.9,23.5,0,0
CoffsHarbour,8.9,18.9,0.0,WSW,28.0,W,NE,7.0,11.0,63.0,39.0,1011.1,1007.7,13.2,18.2,0,0
CoffsHarbour,6.5,19.3,0.0,SW,57.0,NW,WSW,9.0,31.0,46.0,23.0,1006.9,1003.2,16.5,18.1,0,0
CoffsHarbour,4.5,18.4,0.0,SSW,30.0,WNW,SE,13.0,13.0,47.0,31.0,1012.3,1011.4,13.4,17.4,0,0
CoffsHarbour,3.9,18.8,0.0,S,35.0,NW,SSE,6.0,17.0,60.0,37.0,1016.0,1015.3,13.2,17.2,0,0
CoffsHarbour,3.7,18.8,0.0,NNW,35.0,W,N,7.0,19.0,69.0,47.0,1021.2,1018.2,12.8,16.8,0,0
CoffsHarbour,9.1,17.3,0.0,S,41.0,SW,SW,19.0,28.0,57.0,58.0,1021.8,1020.1,14.1,16.0,0,1
CoffsHarbour,10.7,17.6,3.0,S,48.0,SW,SW,26.0,17.0,66.0,89.0,1026.2,1025.0,14.6,13.0,1,1
CoffsHarbour,10.7,16.1,15.2,ESE,50.0,SW,SW,22.0,22.0,91.0,76.0,1026.5,1024.0,11.7,15.2,1,1
CoffsHarbour,10.9,17.5,13.6,SSW,46.0,SW,SSW,28.0,31.0,77.0,74.0,1023.4,1021.0,14.1,16.4,1,1
CoffsHarbour,12.0,18.2,9.0,SW,37.0,SW,S,20.0,24.0,68.0,55.0,1020.4,1017.9,14.7,17.0,1,0
CoffsHarbour,6.4,20.2,0.0,NNE,30.0,NW,NE,15.0,20.0,76.0,60.0,1017.1,1013.2,14.6,18.6,0,0
CoffsHarbour,10.3,23.7,0.0,NNW,35.0,NE,NE,15.0,17.0,55.0,66.0,1009.1,1006.2,17.0,20.9,0,0
CoffsHarbour,10.1,17.5,0.0,WNW,35.0,SSW,E,15.0,13.0,65.0,46.0,1009.6,1007.2,14.4,17.1,0,0
CoffsHarbour,5.1,17.9,0.0,NW,30.0,NW,NNW,13.0,11.0,57.0,58.0,1011.1,1009.1,14.1,14.8,0,0
CoffsHarbour,7.5,18.2,0.0,SW,56.0,SW,SSW,28.0,31.0,48.0,45.0,1015.5,1015.8,14.5,17.5,0,0
CoffsHarbour,5.3,17.8,0.0,SW,24.0,SW,E,7.0,15.0,67.0,58.0,1022.7,1019.7,14.3,17.0,0,0
CoffsHarbour,6.3,18.7,0.0,NW,22.0,WNW,E,13.0,11.0,62.0,47.0,1022.3,1020.2,14.9,18.1,0,0
CoffsHarbour,5.0,21.8,0.0,N,39.0,NNW,NNE,11.0,22.0,63.0,35.0,1025.6,1022.4,15.5,20.2,0,0
CoffsHarbour,8.4,23.0,0.0,NNW,31.0,WNW,N,17.0,26.0,56.0,48.0,1023.9,1018.5,16.7,21.1,0,0
CoffsHarbour,15.3,23.6,0.0,N,39.0,NW,N,13.0,17.0,52.0,65.0,1016.6,1012.6,20.2,20.0,0,0
CoffsHarbour,12.5,21.1,0.0,SW,28.0,WSW,ESE,13.0,13.0,46.0,35.0,1013.5,1012.5,20.6,20.1,0,0
